Columns	ConvolutionKernel	DistanceSourceToDetector	DistanceSourceToPatient	Exposure	ExposureTime	FilterType	FocalSpots	FrameOfReferenceUID	GeneratorPower	ImageOrientationPatient	ImagePositionPatient	PixelSpacing	ReconstructionDiameter	RotationDirection	Rows	SOPInstanceUID	SliceThickness	XRayTubeCurrent
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-255.750000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.303006980852836700387346167094	1.250000	441
512	STANDARD	949.075012	541.000000	9	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-215.750000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.304739920590180206936333125854	1.250000	430
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-17.000000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.304828834789912416589328511302	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-49.500000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.305189064097515992297956054616	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-38.250000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.306260985191818174635882305589	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-10.750000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.306789031543980493707890947898	1.250000	440
512	STANDARD	949.075012	541.000000	9	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-240.750000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.308099902625570337646937703887	1.250000	432
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-323.250000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.308468287447828506047858173121	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-183.250000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.309310681198912438082491546546	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-58.250000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.309759410616992204783453760823	1.250000	440
512	STANDARD	949.075012	541.000000	9	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-248.250000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.309823464786554738303982623788	1.250000	437
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-125.750000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.311711185390591411408674597485	1.250000	440
512	STANDARD	949.075012	541.000000	9	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-213.250000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.317478308699051843193154900034	1.250000	431
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-109.500000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.317648506593685573494322906217	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-329.500000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.320399999470429148823447135376	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-317.000000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.320855035545845859462586386136	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-189.500000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.325181224508503922282729369195	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-169.500000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.327844706098315022525415603688	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-280.750000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.329547592911207205209681204974	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-147.000000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.331815919719589462284509339754	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-129.500000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.332258890648016500742861767248	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-44.500000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.333088782906346226461219303145	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-148.250000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.333539857825470614650948282769	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-45.750000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.334839426505822763673416298705	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-254.500000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.335596826440053201219914478924	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-259.500000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.335872947473716130429020421391	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-15.750000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.336388824847538403559818602712	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-14.500000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.337663400123883887278105919411	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-305.750000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.339419311962429939425564054183	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-290.750000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.342631721051985452596091713580	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-80.750000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.362509913688451965864285994196	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-143.250000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.371447892741266254617923504149	1.250000	440
512	STANDARD	949.075012	541.000000	9	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-225.750000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.381276340509568169090261527234	1.250000	423
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-73.250000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.390295120992493283143382984199	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-187.000000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.393523580563373178363621938151	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-153.250000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.402618927741624423480979771061	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-25.750000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.408106019703335661708555816301	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-72.000000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.423886809117366585735857040985	1.250000	440
512	STANDARD	949.075012	541.000000	9	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-207.000000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.447025349793614805619220862000	1.250000	436
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-274.500000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.449518215549611713852334536116	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-42.000000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.495543657015860334975140858392	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-158.250000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.497525583104160906551198327955	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-154.500000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.505680379606285968422263559581	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-150.750000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.515178746646124396668059011653	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-182.000000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.522344772832079432542302559983	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-53.250000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.533734578105468983352934521526	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-59.500000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.548612280498634780647888102834	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-300.750000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.554198832209253527066011954091	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-258.250000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.559202920859403237556915856371	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-67.000000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.568570531465553271913287642365	1.250000	440
512	STANDARD	949.075012	541.000000	9	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-247.000000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.572149412540442888445672366712	1.250000	436
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-157.000000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.576292186026342251074838891243	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-273.250000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.596387005161098176478935259688	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-52.000000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.598675444620364042757460708915	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-198.250000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.608098208364247427820608095812	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-138.250000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.608225493711086881221574625984	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-43.250000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.624133450559592367261868450191	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-20.750000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.626772932511076089281549845772	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-332.000000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.637153638660557751394456708509	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-134.500000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.638218283152656935206289270837	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-159.500000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.638658274119436040653394651508	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-193.250000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.646942905444058566966347966561	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-32.000000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.656542386632812437472865958229	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-84.500000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.669140874943526917223255110465	1.250000	440
512	STANDARD	949.075012	541.000000	9	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-219.500000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.686847509679299221242727289103	1.250000	427
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-132.000000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.688101209342847085627750048410	1.250000	440
512	STANDARD	949.075012	541.000000	9	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-214.500000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.725838474904002481631386077448	1.250000	430
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-334.500000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.755365469658840574112120162185	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-325.750000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.763812358183197295329108283249	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-94.500000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.771043236992909552716071428500	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-328.250000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.781431119509696021511507283689	1.250000	441
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-78.250000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.786479621987836920991291050206	1.250000	440
512	STANDARD	949.075012	541.000000	10	478	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.317612173882565644891105935364	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-175.500000/-174.500000/-19.500000	0.681641/0.681641	349.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.815593343802661669173960152952	1.250000	440
